;price;totsp;livesp;kitsp;dist;metrdist;walk;brick;floor;code;class
1535;159;75;48;9;8;10;1;1;1;1;3
1536;126;83;50;9;14.5;15;1;0;0;2;2
1537;91;65;39;8;13;5;0;0;1;5;1
1538;118;64;43;9;10.5;7;0;0;1;3;3
1539;105;63;43;7;10.5;15;1;0;1;3;2
1540;79;56;37;6;11.5;5;1;0;1;6;1
1541;110;67;44;9;11.5;10;0;0;1;6;2
1542;220;107;71;9;9;10;1;1;1;3;3
1543;155;85;47;11;12.7;5;1;0;1;5;3
1545;95;82;50;10;12;10;0;0;1;5;1
1547;120;69;45;9;7.5;5;1;0;0;8;2
1549;98;60;47;6;14.5;7;1;1;0;3;2
1550;125;78;44;13;12;5;1;0;1;1;2
1552;73;50;35;7;17;5;1;0;0;4;1
1553;120;83;49;9;12;10;0;0;1;7;1
1554;230;95;64;10;10.5;15;1;1;1;3;3
1556;162;86;58;9;12;8;1;1;1;8;3
1557;105;75;45;10;17;7;0;0;1;2;1
1559;128;84;53;10;12;5;1;0;1;1;2
1560;135;80;45;10;10.5;5;0;0;1;7;2
1562;102;60;40;8;8;5;0;1;1;1;2
1564;118;71;41;8;12;15;0;0;1;7;2
1566;103;74;45;8;12;5;1;1;0;8;1
1567;120;67;46;10;9;10;1;0;1;4;3
1568;92;60;44;6;15.5;3;1;0;1;1;2
1569;200;101;68;10;11;10;1;1;1;8;3
1570;96;63;38;8;12.5;15;1;0;1;2;2
1571;140;66;43;7;8;10;0;0;1;1;3
1572;145;73;50;9;9;7;1;1;0;3;3
1574;207;134;77;21;15.5;5;1;0;1;1;2
1575;115;65;39;8;13;10;0;0;1;5;2
1576;118;79;45;13;15.5;10;1;0;1;1;2
1577;85;55;38;6;10.5;5;0;1;0;3;2
1578;160;80;55;8;8;15;1;1;1;1;3
1579;129;80;46;10;12;10;0;0;1;7;2
1580;107;72;43;10;13;5;0;0;0;5;2
1581;95;67;45;10;12;10;0;0;1;8;1
1582;108;79;47;8;14.5;3;0;0;0;2;1
1583;84;62;44;7;14.5;10;0;0;1;3;1
1585;160;68;40;9;9;10;1;1;1;4;3
1588;97;76;44;10;12;10;1;0;0;5;1
1589;144;95;62;11;10;10;1;0;1;6;2
1590;110;77;46;8;12;12;0;0;0;7;1
1591;142;78;46;9;10.5;10;1;1;1;7;3
1594;106;72;52;9;11.5;7;0;1;1;6;2
1595;95;62;38;8;12.5;3;1;0;0;2;2
1596;245;85;54;12;9;7;1;1;1;4;3
1597;86;59;42;5;11.5;10;1;0;1;6;1
1598;92;60;44;6;12;5;0;0;1;7;2
1600;156;90;51;13;10;5;1;0;1;6;2
1601;340;121;72;13;12.5;3;1;1;1;3;3
1602;117;82;44;10;13;2;1;0;1;5;1
1604;115;62;38;8;11.5;5;1;0;1;6;3
1605;118;72;43;10;12.7;2;1;0;0;5;2
1606;126;74;43;10;12.5;3;1;0;1;2;2
1610;115;86;67;13;13.5;15;0;0;1;6;1
1611;150;54;39;6;7;3;1;1;1;4;3
1612;155;75;44;10;9;5;0;1;1;4;3
1613;410;102;75;10;6.5;5;1;1;1;5;3
1615;95;60;37;8;12.5;15;1;0;1;2;2
1616;118;75;46;10;17;5;1;0;1;2;2
1617;100;66;44;6;12.5;10;1;0;1;2;2
1618;110;79;47;8;14.5;3;0;0;0;2;1
1619;80;58;43;6;11.5;10;1;0;1;6;1
1620;130;74;45;10;12;1;1;0;1;1;2
1621;163;72;43;9;7;10;0;1;1;4;3
1622;95;63;40;8;12.5;10;1;0;1;2;2
1623;83;60;42;6;12;7;0;0;1;8;1
1625;93;57;43;6;10.5;15;0;0;1;3;2
1626;90;78;45;10;13.5;10;0;0;1;6;1
1627;125;80;45;11;12;2;1;0;1;5;2
1628;106;63;44;7;12.5;10;1;0;1;2;2
1629;103;75;45;10;12;5;0;1;1;5;1
1630;93;64;44;6;17;5;1;0;1;2;1
1631;250;78;47;10;10.5;7;1;0;1;3;3
1632;117;78;44;10;12;5;1;0;1;5;2
1635;130;74;48;12;12;15;1;1;1;8;2
1636;78;55;37;6;11.5;2;1;1;1;6;1
1637;140;66;42;8;7;2;1;1;0;4;3
1638;110;77;40;12;12.7;15;1;0;1;5;1
1639;140;84;48;9;12;10;0;1;1;7;2
1640;92;70;50;6;12;5;0;0;1;7;1
1641;98;60;43;7;13.5;10;1;0;1;6;2
1642;107;73;47;9;17;15;0;1;0;2;1
1643;122;81;46;13;12;15;1;0;1;5;2
1645;100;60;39;6;17;5;1;0;1;4;2
1646;93;62;38;7;17;3;1;0;1;4;2
1647;95;61;43;6;12;15;1;0;0;7;2
1649;83;57;44;6;17;10;0;0;1;4;1
1650;114;75;44;10;12.7;7;1;0;1;5;2
1651;200;72;46;9;9;10;1;1;1;3;3
1652;270;97;56;18;8;10;1;1;1;1;3
1653;100;76;45;10;12.7;15;1;0;1;5;1
1657;530;150;80;15;7.5;7;1;1;1;3;3
1658;100;75;45;9;14.5;10;0;0;1;3;1
1660;105;66;44;7;13.5;7;1;0;1;6;2
1661;260;135;75;20;12.5;3;1;1;0;3;3
1662;108;66;44;7;17;5;1;0;1;4;2
1663;133;83;45;10;13;10;1;0;0;5;2
1664;93;61;38;8;13;7;0;0;1;5;2
1665;114;77;45;10;12;10;0;0;1;7;2
1666;98;79;48;10;12;10;1;1;1;5;1
1670;82;62;44;6;12.5;10;0;0;0;2;1
1671;128;65;44;7;9;5;0;0;1;4;3
1673;114;76;45;10;12;15;0;0;1;7;2
1674;70;50;32;5;11.5;7;0;1;0;6;1
1675;115;59;39;6;10;10;1;0;0;6;3
1676;99;75;45;10;14.5;15;0;0;1;3;1
1677;110;65;39;9;12.5;2;1;0;0;2;2
1679;110;60;44;6;7;5;0;0;1;4;3
1680;83;49;34;6;15.5;5;1;0;1;1;2
1681;106;67;45;9;12;7;0;0;1;7;2
1682;120;80;48;13;12;10;1;0;1;5;2
1684;95;62;45;7;12.5;10;1;1;1;2;2
1685;145;76;44;24;12.7;2;1;0;0;5;3
1686;91;61;44;7;13.5;5;1;0;1;6;2
1687;82;62;44;6;13.5;10;0;0;1;6;1
1688;137;69;44;10;9;10;1;0;1;4;3
1689;88;60;44;6;13.5;10;0;0;1;1;1
1690;82;56;42;6;10;10;1;0;0;6;1
1691;145;94;50;12;17;10;1;1;1;4;2
1692;100;60;43;7;12.5;5;1;0;1;2;2
1694;111;57;40;6;9;3;1;1;1;4;3
1695;89;64;45;7;12;5;1;0;1;5;1
1698;105;66;44;7;13.5;7;0;0;1;1;2
1700;220;77;49;10;7.5;5;1;1;1;8;3
1701;107;69;45;10;12;10;1;0;1;7;2
1702;180;90;58;8;10.5;2;1;0;1;3;3
1704;110;65;44;8;10.5;10;1;1;1;7;2
1707;83;59;44;6;13.5;10;0;0;1;6;1
1708;164;101;51;15;12.7;5;1;0;1;5;2
1709;125;78;38;11;12.7;10;1;0;1;5;2
1710;93;64;45;7;14.5;3;1;0;1;2;1
1711;140;70;51;8;12.5;10;1;1;1;8;3
1712;94;64;45;7;14.5;10;0;0;1;3;1
1714;135;73;53;8;11;15;1;1;1;8;3
1715;105;73;45;8;11;10;1;0;0;5;1
1716;155;73;49;9;10.5;15;1;1;1;3;3
1717;127;77;40;11;13;10;0;0;1;5;2
1719;145;62;41;9;9;5;1;0;1;3;3
1720;125;74;45;10;14.5;15;0;0;1;3;2
1722;112;76;46;10;12;10;0;0;1;7;2
1723;90;60;38;8;12;10;0;0;0;8;2
1724;140;67;46;9;8;15;1;0;1;1;3
1725;112;66;41;8;17;5;1;0;0;2;2
1726;123;70;47;8;12;7;0;0;1;7;2
1727;85;55;41;5;11;5;0;1;1;8;2
1728;82;56;39;6;10;5;1;0;1;6;1
1730;74;56;37;6;15.5;7;0;1;0;1;1
1731;84;57;42;5;12.7;10;1;1;1;5;2
1733;132;80;54;10;12;10;1;0;1;1;2
1735;240;106;71;9;9;10;1;1;1;3;3
1736;125;77;46;10;13.5;5;0;1;1;6;2
1737;90;61;43;6;14.5;10;1;0;1;2;2
1738;95;63;38;8;12.5;5;1;0;1;2;2
1740;137;83;48;12;15.5;10;1;0;1;1;2
1744;98;66;44;7;11.5;10;1;0;1;6;2
1745;115;79;45;13;13;7;0;0;1;5;1
1746;352;108;81;16;4.5;10;1;1;1;8;3
1747;131;79;45;12;14.5;5;0;0;1;3;2
1749;123;77;46;10;13;10;1;0;1;5;2
1751;85;56;36;5;10.5;15;0;0;1;3;2
1752;72;54;35;6;13.5;10;1;0;1;6;1
1753;195;86;60;10;9;5;0;1;1;3;3
1754;123;81;48;9;12;20;0;0;0;7;2
1755;110;77;46;10;12.7;7;0;0;1;5;1
1756;137;80;50;12;10.5;15;1;1;1;3;2
1757;85;58;39;6;12.5;10;1;0;0;2;1
1758;160;90;60;12;12.7;1;1;1;1;5;2
1759;170;75;55;8;9;7;1;1;1;4;3
1763;80;56;38;5;11.5;10;1;0;1;6;1
1764;170;79;52;9;9;7;1;0;1;4;3
1765;80;60;44;6;13.5;7;0;0;1;6;1
1766;112;67;38;7;10.5;10;0;1;1;3;2
1767;81;53;34;6;12.5;10;1;0;0;2;2
1768;82;60;42;7;13.5;5;0;0;1;6;1
1769;85;57;43;6;12;12;1;1;0;7;2
1772;160;73;41;8;7;5;0;0;0;4;3
1773;75;54;36;6;10;7;1;0;1;6;1
1774;110;74;44;10;13;7;1;0;1;5;2
1775;122;64;46;8;12.5;7;0;0;1;3;3
1777;82;57;42;5;12.7;10;1;1;1;5;1
1778;113;80;46;10;13;10;0;0;1;5;1
1779;124;79;44;13;12;10;1;0;1;1;2
1780;115;79;48;9;13;7;1;0;1;5;1
1782;150;76;45;10;9;5;0;0;1;4;3
1783;140;79;53;8;7;2;1;0;0;4;2
1784;160;84;50;9;12.7;1;1;0;1;5;3
1785;96;59;42;6;13.5;7;1;0;1;6;2
1786;95;60;43;7;12.5;5;1;0;1;2;2
1788;119;77;53;8;10.5;10;1;1;0;7;2
1790;210;71;45;6;9;1;1;1;1;4;3
1792;132;78;46;14;12.5;12;1;0;0;2;2
1794;199;70;46;8;7.5;7;1;1;1;3;3
1795;82;55;34;5;10.5;5;0;1;1;3;2
1796;113;84;54;10;13;5;0;0;1;5;1
1798;105;64;38;8;14.5;10;0;0;1;2;2
1799;110;75;45;8;13.5;10;0;0;0;6;1
1801;117;81;46;10;12.5;10;1;0;1;2;1
1802;88;59;44;6;14.5;10;1;0;1;3;2
1803;250;92;57;11;9;3;1;1;1;3;3
1804;92;62;39;7;12;10;1;0;1;5;2
1805;99;66;41;8;13.5;15;1;1;1;1;2
1806;85;53;34;6;10.5;3;1;0;1;7;2
1807;88;60;43;6;12.5;5;1;0;1;2;1
1808;92;63;38;8;14.5;5;0;0;0;2;1
1809;75;56;37;5;10;10;1;0;0;6;1
1810;92;65;45;7;12.5;5;1;0;1;2;1
1811;170;86;56;10;12;2;1;0;1;5;3
1812;222;134;75;16;12;5;1;0;1;7;2
1813;95;51;34;6;12;5;0;0;1;8;3
1814;70;60;43;6;17;10;1;0;1;2;1
1815;270;82;49;13;8;15;1;0;1;1;3
1816;85;65;46;7;13;7;0;0;1;5;1
1817;142;83;45;10;12.7;15;1;0;1;5;2
1818;95;65;46;8;12.5;10;1;0;1;2;1
1819;96;65;40;8;14.5;15;1;0;0;2;2
1820;121;80;45;13;14.5;5;0;0;1;3;2
1824;79;60;43;5;12;10;0;0;0;7;1
1825;108;65;40;8;17;5;1;0;1;2;2
1826;300;127;66;15;12.5;5;1;1;1;3;3
1828;96;60;43;6;14.5;7;1;0;1;2;2
1830;80;59;43;6;13.5;5;0;0;1;6;1
1831;138;95;63;9;10;10;1;0;1;6;1
1832;102;64;47;6;17;10;1;0;1;4;2
1833;210;80;49;10;12.5;5;1;1;1;3;3
1834;103;64;44;10;15.5;7;1;0;1;1;2
1835;245;83;48;12;7.5;10;1;1;1;8;3
1837;90;61;44;6;12;5;1;0;0;8;2
1838;176;86;54;8;9;10;1;1;1;4;3
1839;127;74;45;11;12;10;0;0;0;1;2
1840;98;58;43;6;14.5;10;0;0;1;3;2
1841;87;54;34;6;17;1;1;0;1;4;2
1842;149;77;45;10;13;2;1;0;1;5;3
1843;91;64;45;7;14.5;10;1;0;1;2;1
1844;115;78;46;10;12;15;0;0;1;7;2
1845;140;82;49;8;13;5;1;0;1;5;2
1846;90;59;45;6;15.5;5;0;0;1;1;2
1848;82;59;38;6;13.5;5;1;0;1;6;1
1849;79;51;34;6;13.5;10;1;0;1;6;2
1850;150;69;46;8;7.5;7;1;1;1;3;3
1852;155;85;49;9;12;5;1;1;1;7;3
1853;127;74;42;9;12;5;1;0;1;1;2
1854;94;72;46;10;14.5;9;0;0;1;3;1
1855;185;91;50;12;10.5;10;1;0;1;3;3
1856;122;79;45;13;12;10;1;0;1;1;2
1857;110;67;49;6;12.5;10;1;1;0;3;2
1859;90;67;40;8;12;5;1;0;1;5;1
1860;117;76;43;10;12;5;1;0;1;5;2
1861;82;58;35;11;12.5;10;0;0;0;3;1
1862;82;60;45;6;13.5;10;0;0;1;6;1
1864;155;75;43;8;7;5;0;0;1;4;3
1865;95;66;39;8;14.5;15;1;0;1;2;1
1866;75;56;37;5;10;5;0;0;1;6;1
1867;100;65;41;8;14.5;5;0;0;1;2;2
1868;140;81;50;7;12;10;1;1;0;8;2
1870;112;76;40;11;12.7;7;0;0;1;5;2
1871;150;81;55;9;9;5;0;1;0;3;3
1872;98;65;44;7;11.5;15;1;0;1;6;2
1873;97;80;48;8;13;5;0;1;1;5;1
1874;170;78;51;9;10.5;10;1;1;1;3;3
1875;79;54;36;6;12.5;10;0;1;1;3;1
1877;160;75;44;10;12;5;1;0;1;8;3
1878;117;79;45;13;14.5;7;0;0;1;3;2
1879;84;58;42;6;13;15;1;0;0;5;1
1880;98;72;44;7;11.5;7;1;1;0;6;1
1882;140;83;47;9;10.5;5;0;1;1;3;2
1883;94;61;42;6;12.5;10;1;0;1;2;2
1884;130;81;48;9;13.5;10;0;0;1;6;2
1885;105;66;40;8;17;5;1;0;1;2;2
1887;85;58;44;6;10.5;10;1;0;0;3;1
1888;90;60;45;5;10.5;10;0;0;1;3;2
1889;85;55;35;6;10.5;5;0;1;0;3;2
1894;137;70;45;8;10.5;10;1;1;1;3;3
1895;245;80;49;10;3;10;1;1;0;1;3
1896;145;80;49;11;12.5;10;0;0;1;3;3
1897;118;80;45;13;12;15;1;0;1;5;2
1898;115;68;46;8;13.5;10;1;0;1;1;2
1899;105;65;39;8;17;10;1;0;0;2;2
1901;117;75;42;10;12;5;1;0;1;5;2
1902;91;62;38;7;13.5;7;0;0;0;6;1
1904;130;72;45;10;11.5;10;1;0;0;6;3
1905;200;87;60;15;11.5;3;1;1;1;6;3
1906;100;76;45;10;12;15;0;0;1;7;1
1908;95;65;46;7;12.5;15;1;0;1;2;1
1909;112;72;50;9;17;10;1;1;0;2;2
1911;125;66;40;10;12;20;1;0;1;8;3
1913;170;100;57;14;12;10;1;0;0;5;2
1914;115;79;46;10;12.7;10;1;0;1;5;1
1916;99;65;40;8;12.5;10;1;0;1;2;2
1918;105;78;45;10;13;10;0;0;1;5;1
1919;205;87;58;9;7.5;5;1;1;1;3;3
1920;90;62;46;8;14.5;15;0;0;1;3;1
1921;100;64;38;8;14.5;15;0;0;1;2;2
1922;83;53;34;6;12.5;15;1;0;1;2;2
1923;93;70;50;9;12.5;10;1;0;0;2;1
1924;96;63;45;6;12.5;10;1;0;1;2;2
1926;150;68;46;9;12;5;1;1;1;8;3
1927;105;67;48;8;13.5;15;1;0;1;6;2
1928;110;79;46;10;13;5;1;0;1;5;1
1929;118;86;54;10;12;15;1;0;1;5;1
1930;171;90;63;10;10.5;3;1;0;1;3;3
1931;451;156;80;20;10.5;5;0;1;1;3;3
1933;165;76;52;9;8;2;1;1;1;1;3
1934;87;61;42;9;13.5;10;1;0;1;6;1
1935;85;60;40;6;13.5;5;0;0;1;6;1
1936;130;75;44;10;12.5;5;1;0;1;2;2
1937;93;64;45;7;14.5;3;1;0;1;2;1
1938;95;55;42;5;10.5;5;0;1;1;3;2
1939;179;65;45;8;9;5;1;1;1;3;3
1940;73;51;34;6;12;7;1;0;0;5;1
1941;420;102;70;20;3;2;1;1;1;1;3
1943;154;75;36;12;7;5;1;0;1;4;3
1944;121;79;45;13;12;7;1;0;1;1;2
1945;150;81;54;9;9;5;0;1;0;3;3
1946;268;121;60;16;7.5;5;1;0;1;3;3
1947;115;68;46;7;14.5;15;1;0;1;3;2
1948;86;60;44;6;13.5;10;0;0;1;1;1
1949;185;99;67;9;9;10;1;1;0;4;3
1950;105;66;40;8;12.5;5;1;0;1;2;2
1951;95;59;43;6;15.5;5;0;0;1;1;2
1952;119;78;53;8;10.5;10;1;1;0;7;2
1954;81;56;37;6;11.5;5;1;0;1;6;1
1955;133;65;47;8;12.5;5;1;0;1;3;3
1956;90;61;43;6;12.5;3;1;0;1;2;2
1957;148;90;55;8;13.5;7;0;1;0;1;2
1959;265;136;88;14;10.5;10;1;1;1;3;3
1960;93;61;45;6;14.5;10;1;0;1;3;2
1961;103;74;43;10;13;7;0;0;1;5;1
1963;92;59;38;6;15.5;10;1;0;1;1;2
1964;215;90;61;9;9;1;1;1;1;3;3
1966;115;65;39;9;12.5;3;1;0;0;2;2
1969;120;80;45;9;12.7;15;1;0;1;5;2
1971;114;77;45;10;12;10;0;0;1;7;2
1972;81;60;46;6;14.5;15;0;0;0;3;1
1973;104;73;44;10;13;5;0;0;1;5;1
1974;135;105;58;21;13.5;15;1;1;1;1;1
1975;79;59;43;6;12;10;0;0;0;7;1
1976;115;81;50;8;13;10;1;0;1;5;1
1977;91;78;45;10;17;10;1;0;1;4;1
1978;79;50;34;6;14.5;5;0;0;1;3;2
1979;136;78;45;10;12;10;1;0;0;1;2
1980;95;72;43;12;12.7;10;0;0;0;5;1
1981;78;56;38;6;13.5;5;0;0;0;6;1
1982;122;96;54;12;13.5;10;0;0;0;6;1
1984;110;60;45;6;12;5;1;0;1;8;3
1985;103;74;45;9;13;10;1;0;1;5;1
1986;88;72;51;9;11.5;10;0;1;1;6;1
1988;120;79;44;10;13;3;1;0;1;5;2
1989;150;74;48;12;12;5;1;0;1;8;3
1990;93;70;40;10;12;10;1;0;0;5;1
1991;125;75;45;10;13.5;10;0;0;1;6;2
1992;130;78;58;10;14.5;15;0;0;1;3;2
1993;120;80;45;13;12;15;1;0;1;5;2
1994;104;67;44;10;11.5;8;1;0;1;6;2
1995;105;67;45;9;12;7;0;0;1;7;2
1996;119;75;46;10;12;7;0;0;0;7;2
1997;99;57;42;6;12;10;1;1;1;8;2
1999;89;60;42;6;12;7;0;0;1;8;2
2000;160;77;45;10;12;15;1;0;1;8;3
2001;90;60;42;6;17;3;1;0;1;2;2
2002;145;75;53;9;8;15;1;1;1;1;3
2003;155;60;40;11;7.5;5;1;1;1;3;3
2004;108;80;48;8;12;10;0;0;1;7;1
2005;115;76;45;10;12.7;5;0;0;1;5;2
2006;116;75;42;9;13.5;10;0;0;1;6;2
2007;151;111;64;16;14.5;10;0;1;1;3;1
2008;99;74;44;10;12;10;0;0;0;7;1
2009;96;60;45;6;12;5;0;0;1;7;2
2010;180;85;55;10;10.5;5;1;1;1;3;3
2011;126;64;44;7;8;2;1;0;0;1;3
2013;370;111;60;13;8;5;1;1;1;1;3
2014;121;77;46;10;12.5;10;1;0;1;2;2
2015;150;75;51;8;12;15;1;0;0;8;3
2016;169;77;52;8;7;3;1;1;1;4;3
2017;125;74;46;8.5;12;5;1;0;1;5;2
2018;119;77;45;10;13;10;0;0;1;5;2
2019;145;75;46;10;9;15;1;0;1;4;3
2020;84;60;43;6;14.5;5;0;0;1;3;1
2021;98;68;44;8;10.5;10;1;0;1;7;1
2022;92;85;53;10;12;15;1;1;0;5;1
2023;81;60;44;6;13.5;10;0;0;1;1;1
2024;104;80;45;13;13;5;0;0;1;5;1
2025;130;75;45;8;11;10;1;1;1;8;2
2026;110;76;45;10;12;5;1;0;1;5;1
2027;72;50;34;7;17;10;1;0;1;4;1
2028;95;74;45;8;14.5;5;0;1;0;2;1
2029;95;64;45;7;17;5;1;0;1;2;2
2030;114;73;44;10;13.5;10;0;0;0;6;2
2032;97;63;44;7;11.5;5;1;0;0;6;2
2033;97;72;43;10;12.7;10;0;0;1;5;1
2034;180;79;45;10;8;15;1;0;1;1;3
2035;110;77;47;10;13;10;1;0;1;5;1
2036;110;77;45;10;12;5;0;0;1;5;1
2038;95;60;46;5;10.5;5;1;0;1;7;2
2039;129;76;48;10;12.5;5;0;0;1;3;2
2040;103;64;45;7;15.5;5;1;0;1;1;2
